iso_code,year,location,total_cases_year,total_deaths_year,max_stringency_index,population,life_expectancy,max_total_vaccinations,max_people_vaccinated,max_people_fully_vaccinated,total_daily_vaccinations,num_vaccine_types,death_rate_per_100k,vaccination_rate
SYR,2020,Syria,10932.0,669.0,87.04,22125242,72.43803165,,,,,,3.0236957408194676,
SYR,2021,Syria,39119.0,2202.0,60.65,22125242,72.43803165,1753522.0,1194896.0,781603.0,2384837.0,6.0,9.952433514625513,5.400600816027232
SYR,2022,Syria,7372.0,292.0,37.96,22125242,72.43803165,3369196.0,2308843.0,1318742.0,980470.0,6.0,1.3197595759630563,10.43533444741531
SYR,2023,Syria,0.0,0.0,,22125242,72.43803165,,,,,,0.0,
SYR,2024,Syria,0.0,0.0,,22125242,72.43803165,,,,,,0.0,
TCD,2020,Chad,1986.0,104.0,88.89,17723312,59.08581443,,,,,,0.5867977723351031,
TCD,2021,Chad,3715.0,77.0,77.31,17723312,59.08581443,285922.0,205259.0,80663.0,322146.0,1.0,0.43445604297887436,1.1581300379974127
TCD,2022,Chad,1948.0,13.0,37.96,17723312,59.08581443,419469.0,282003.0,153238.0,92245.0,1.0,0.07334972154188789,1.5911416556905391
TCD,2023,Chad,49.0,0.0,,17723312,59.08581443,,,,,,0.0,
TCD,2024,Chad,4.0,0.0,,17723312,59.08581443,,,,,,0.0,
TGO,2020,Togo,3555.0,68.0,73.15,8848700,63.86461122,,,,,,0.7684744651756755,
TGO,2021,Togo,24437.0,178.0,69.44,8848700,63.86461122,2413619.0,1391738.0,1020872.0,2406514.0,1.0,2.011594923548092,15.728163459039182
TGO,2022,Togo,11349.0,44.0,43.52,8848700,63.86461122,2757575.0,1558542.0,1557538.0,349603.0,1.0,0.49724818334896653,17.613231322115112
TGO,2023,Togo,186.0,0.0,,8848700,63.86461122,,,,,,0.0,
TGO,2024,Togo,3.0,0.0,,8848700,63.86461122,,,,,,0.0,
THA,2020,Thailand,6142.0,120.0,76.85,71697024,75.29014364,,,,,,0.16737096368183985,
THA,2021,Thailand,2203829.0,21520.0,75.93,71697024,75.29014364,105160269.0,51410504.0,46319204.0,104298221.0,5.0,30.015192820276614,71.70521331540903
THA,2022,Thailand,2511838.0,12014.0,45.83,71697024,75.29014364,128882372.0,55362342.0,50159803.0,24134874.0,5.0,16.756622980613532,77.21707110186331
THA,2023,Thailand,40567.0,923.0,,71697024,75.29014364,,,,,,1.2873616623194848,
THA,2024,Thailand,36805.0,198.0,,71697024,75.29014364,,,,,,0.2761620900750358,
TJK,2020,Tajikistan,13555.0,90.0,69.44,9952789,71.814877,,,,,,0.9042691450607463,
TJK,2021,Tajikistan,3938.0,35.0,48.15,9952789,71.814877,6605225.0,3709690.0,2895535.0,6619314.0,5.0,0.35166022307917916,37.27286894156
TJK,2022,Tajikistan,293.0,0.0,35.19,9952789,71.814877,10439469.0,5085230.0,4614268.0,3616323.0,5.0,0.0,51.09351760596954
TJK,2023,Tajikistan,0.0,0.0,,9952789,71.814877,,,,,,0.0,
TJK,2024,Tajikistan,0.0,0.0,,9952789,71.814877,,,,,,0.0,
TKM,2020,Turkmenistan,0.0,0.0,73.15,6430777,69.12049331,,,,,,0.0,
TKM,2021,Turkmenistan,0.0,0.0,75.0,6430777,69.12049331,7580976.0,4374694.0,3206282.0,7653267.0,6.0,0.0,68.02745609123127
TKM,2022,Turkmenistan,0.0,0.0,72.22,6430777,69.12049331,,,,,,0.0,
TKM,2023,Turkmenistan,0.0,0.0,,6430777,69.12049331,,,,,,0.0,
TKM,2024,Turkmenistan,0.0,0.0,,6430777,69.12049331,,,,,,0.0,
TLS,2020,East Timor,41.0,0.0,,1341298,67.99671222,,,,,,0.0,
TLS,2021,East Timor,19792.0,122.0,,1341298,67.99671222,1195990.0,662963.0,533027.0,1204809.0,3.0,9.095667032978504,49.42697297692236
TLS,2022,East Timor,3555.0,16.0,,1341298,67.99671222,1297126.0,700055.0,578949.0,89189.0,3.0,1.1928743649807871,52.19235397353906
TLS,2023,East Timor,72.0,0.0,,1341298,67.99671222,,,,,,0.0,
TLS,2024,East Timor,0.0,0.0,,1341298,67.99671222,,,,,,0.0,
TON,2020,Tonga,0.0,0.0,93.52,106867,72.72088222,,,,,,0.0,
TON,2021,Tonga,1.0,0.0,82.87,106867,72.72088222,130236.0,73609.0,56627.0,132676.0,1.0,0.0,68.8790739891641
TON,2022,Tonga,16411.0,12.0,96.3,106867,72.72088222,147193.0,76910.0,70283.0,12526.0,1.0,11.228910702087642,71.9679601747967
TON,2023,Tonga,537.0,0.0,,106867,72.72088222,,,,,,0.0,
TON,2024,Tonga,27.0,0.0,,106867,72.72088222,,,,,,0.0,
TTO,2020,Trinidad and Tobago,7097.0,125.0,90.74,1531043,71.70712647,,,,,,8.164368995514822,
TTO,2021,Trinidad and Tobago,81847.0,2593.0,92.59,1531043,71.70712647,1408384.0,712256.0,668717.0,1396255.0,4.0,169.36167044295948,46.52096642615524
TTO,2022,Trinidad and Tobago,96938.0,1559.0,51.22,1531043,71.70712647,1543684.0,746106.0,708762.0,146398.0,4.0,101.82601011206086,48.73187755014066
TTO,2023,Trinidad and Tobago,5614.0,113.0,,1531043,71.70712647,,,,,,7.380589571945399,
TTO,2024,Trinidad and Tobago,0.0,0.0,,1531043,71.70712647,,,,,,0.0,
TUN,2020,Tunisia,130230.0,4426.0,90.74,12356116,74.06842662,,,,,,35.820317646742716,
TUN,2021,Tunisia,592565.0,21097.0,85.19,12356116,74.06842662,12156566.0,6889208.0,5921997.0,11980004.0,7.0,170.7413559406532,55.75544936612767
TUN,2022,Tunisia,424682.0,3756.0,53.29,12356116,74.06842662,13037269.0,7171789.0,6345597.0,1054728.0,7.0,30.397901735464448,58.04242206855294
TUN,2023,Tunisia,5884.0,144.0,,12356116,74.06842662,,,,,,1.1654147630210012,
TUN,2024,Tunisia,0.0,0.0,,12356116,74.06842662,,,,,,0.0,
TUR,2020,Turkey,2133373.0,19624.0,80.09,85341248,75.27238945,,,,,,22.994742237657455,
TUR,2021,Turkey,7153613.0,61679.0,80.56,85341248,75.27238945,131646005.0,56914268.0,51604894.0,130686325.0,3.0,72.27337476949012,66.6902222943822
TUR,2022,Turkey,7717691.0,20116.0,36.66,85341248,75.27238945,146881913.0,57776278.0,52968985.0,16798003.0,3.0,23.57125126644504,67.70029657874232
TUR,2023,Turkey,13.0,0.0,,85341248,75.27238945,,,,,,0.0,
TUR,2024,Turkey,28.0,0.0,,85341248,75.27238945,,,,,,0.0,
TZA,2020,Tanzania,509.0,21.0,52.78,65497752,66.8101483,,,,,,0.03206216909551338,
TZA,2021,Tanzania,28797.0,716.0,38.89,65497752,66.8101483,2431769.0,2079930.0,1646261.0,2368216.0,3.0,1.0931672891613136,3.175574636515769
TZA,2022,Tanzania,13045.0,108.0,13.89,65497752,66.8101483,5031070.0,3941772.0,3067877.0,2599426.0,3.0,0.16489115534835455,6.018179066664761
TZA,2023,Tanzania,872.0,1.0,,65497752,66.8101483,,,,,,0.001526769956929209,
TZA,2024,Tanzania,7.0,0.0,,65497752,66.8101483,,,,,,0.0,
UGA,2020,Uganda,33815.0,298.0,93.52,47249588,65.98577935,,,,,,0.6306933300667087,
UGA,2021,Uganda,101276.0,2982.0,81.48,47249588,65.98577935,9763030.0,8354808.0,1408222.0,10856911.0,5.0,6.311166141808474,17.6822875153959
UGA,2022,Uganda,34799.0,350.0,73.15,47249588,65.98577935,17197954.0,14131307.0,8014082.0,6257220.0,5.0,0.7407471997427787,29.90778882558722
UGA,2023,Uganda,1998.0,2.0,,47249588,65.98577935,,,,,,0.0042328411413873075,
UGA,2024,Uganda,266.0,0.0,,47249588,65.98577935,,,,,,0.0,
UKR,2020,Ukraine,988108.0,15278.0,88.89,39701744,70.90674708,,,,,,38.48193671290611,
UKR,2021,Ukraine,2617976.0,77255.0,76.39,39701744,70.90674708,28457565.0,14713309.0,13755421.0,28202956.0,5.0,194.58842916321257,37.05960372924675
UKR,2022,Ukraine,1709592.0,15716.0,48.0,39701744,70.90674708,31683310.0,15729617.0,15221792.0,3323912.0,5.0,39.58516280796128,39.61946104936851
UKR,2023,Ukraine,211326.0,1669.0,,39701744,70.90674708,,,,,,4.203845553988762,
UKR,2024,Ukraine,5775.0,2.0,,39701744,70.90674708,,,,,,0.0050375620778774855,
URY,2020,Uruguay,15848.0,143.0,72.22,3422796,74.98295244,,,,,,4.177870956960333,
URY,2021,Uruguay,390891.0,6019.0,75.93,3422796,74.98295244,6972283.0,2757825.0,2678145.0,6981825.0,3.0,175.85038664296675,80.57228651663728
URY,2022,Uruguay,605249.0,1400.0,25.93,3422796,74.98295244,8027751.0,2972777.0,2842482.0,1043241.0,3.0,40.9022331450662,86.85229853020748
URY,2023,Uruguay,25905.0,63.0,,3422796,74.98295244,,,,,,1.8406004915279788,
URY,2024,Uruguay,3453.0,57.0,,3422796,74.98295244,,,,,,1.6653052066205523,
USA,2020,United States,18890446.0,342920.0,75.46,338289856,76.37368104,5650180.0,5511676.0,41096.0,4136753.0,3.0,101.36869135088696,1.6292761672404388
USA,2021,United States,32988414.0,469667.0,71.76,338289856,76.37368104,516802041.0,243855622.0,208533981.0,509077157.0,3.0,138.83567351188915,72.08481651900316
USA,2022,United States,47140633.0,267389.0,47.65,338289856,76.37368104,560181791.0,255362450.0,217498967.0,46897696.0,3.0,79.04138869597082,75.48628652938383
USA,2023,United States,4417336.0,84500.0,,338289856,76.37368104,,,,,,24.978579316312697,
USA,2024,United States,0.0,28689.0,,338289856,76.37368104,,,,,,8.480597183499347,
UZB,2020,Uzbekistan,9.0,0.0,93.52,34627648,72.18877681,,,,,,0.0,
UZB,2021,Uzbekistan,116776.0,860.0,71.3,34627648,72.18877681,39036802.0,18056727.0,11102403.0,38730276.0,7.0,2.4835645782237363,52.145404157972266
UZB,2022,Uzbekistan,50507.0,156.0,51.85,34627648,72.18877681,44177104.0,18633103.0,13852504.0,5201829.0,7.0,0.4505070630266312,53.80990068976097
UZB,2023,Uzbekistan,7789.0,0.0,,34627648,72.18877681,,,,,,0.0,
UZB,2024,Uzbekistan,0.0,0.0,,34627648,72.18877681,,,,,,0.0,
VCT,2020,Saint Vincent and the Grenadines,108.0,0.0,,103959,72.55709418,,,,,,0.0,
VCT,2021,Saint Vincent and the Grenadines,5735.0,81.0,,103959,72.55709418,61198.0,33494.0,26244.0,52871.0,1.0,77.91533200588694,32.21847074327379
VCT,2022,Saint Vincent and the Grenadines,3678.0,37.0,,103959,72.55709418,69602.0,36033.0,30123.0,8273.0,1.0,35.59095412614588,34.660779730470665
VCT,2023,Saint Vincent and the Grenadines,153.0,6.0,,103959,72.55709418,,,,,,5.771506074510143,
VCT,2024,Saint Vincent and the Grenadines,0.0,0.0,,103959,72.55709418,,,,,,0.0,
VEN,2020,Venezuela,111603.0,1010.0,88.89,28301700,71.22082891,,,,,,3.5686902200221184,
VEN,2021,Venezuela,331396.0,4302.0,97.22,28301700,71.22082891,30049714.0,18393519.0,11608305.0,31438736.0,6.0,15.200500323302133,64.99086273969408
VEN,2022,Venezuela,106845.0,518.0,34.26,28301700,71.22082891,37860994.0,22157232.0,14287370.0,6422410.0,6.0,1.8302787465063937,78.28940311006053
VEN,2023,Venezuela,2851.0,26.0,,28301700,71.22082891,,,,,,0.09186727299066841,
VEN,2024,Venezuela,0.0,0.0,,28301700,71.22082891,,,,,,0.0,
VNM,2020,Vietnam,1440.0,35.0,96.3,98186856,73.7965773,,,,,,0.03564631909590832,
VNM,2021,Vietnam,1650233.0,31179.0,79.17,98186856,73.7965773,150935915.0,77555511.0,68435813.0,148533194.0,6.0,31.75475951689501,78.98767122149222
VNM,2022,Vietnam,9872529.0,11970.0,69.44,98186856,73.7965773,203144374.0,79947189.0,77754108.0,53282859.0,6.0,12.191041130800643,81.4235145689969
VNM,2023,Vietnam,99798.0,22.0,,98186856,73.7965773,,,,,,0.022406257717428085,
VNM,2024,Vietnam,0.0,0.0,,98186856,73.7965773,,,,,,0.0,
VUT,2020,Vanuatu,1.0,0.0,83.33,326744,66.3483713,,,,,,0.0,
VUT,2021,Vanuatu,6.0,0.0,22.22,326744,66.3483713,152711.0,102308.0,50403.0,158994.0,1.0,0.0,31.311363024263645
VUT,2022,Vanuatu,12006.0,14.0,85.19,326744,66.3483713,199464.0,114284.0,85180.0,36452.0,1.0,4.2846999485836,34.97661778028059
VUT,2023,Vanuatu,6.0,0.0,,326744,66.3483713,,,,,,0.0,
VUT,2024,Vanuatu,0.0,0.0,,326744,66.3483713,,,,,,0.0,
WSM,2020,Samoa,1.0,0.0,,222390,70.27372108,,,,,,0.0,
WSM,2021,Samoa,1.0,0.0,,222390,70.27372108,263189.0,141424.0,121765.0,258173.0,1.0,0.0,63.59278744547866
WSM,2022,Samoa,16268.0,29.0,,222390,70.27372108,304893.0,173862.0,131031.0,38185.0,1.0,13.040154683214173,78.17887494941318
WSM,2023,Samoa,712.0,2.0,,222390,70.27372108,,,,,,0.8993210126354603,
WSM,2024,Samoa,95.0,0.0,,222390,70.27372108,,,,,,0.0,
YEM,2020,Yemen,2096.0,607.0,66.67,33696612,65.76206783,,,,,,1.8013680425794736,
YEM,2021,Yemen,8015.0,1376.0,37.96,33696612,65.76206783,547019.0,331778.0,215241.0,651092.0,3.0,4.083496584166978,0.9846034372832497
YEM,2022,Yemen,1834.0,176.0,35.19,33696612,65.76206783,807502.0,643501.0,404781.0,143860.0,3.0,0.5223077026260088,1.9096905053837459
YEM,2023,Yemen,0.0,0.0,,33696612,65.76206783,,,,,,0.0,
YEM,2024,Yemen,0.0,0.0,,33696612,65.76206783,,,,,,0.0,
ZAF,2020,South Africa,994911.0,26521.0,87.96,59893884,61.49918805,,,,,,44.27998023971863,
ZAF,2021,South Africa,2413026.0,64252.0,72.22,59893884,61.49918805,27903338.0,18905708.0,15833594.0,27864246.0,2.0,107.27639570010186,31.56533979329175
ZAF,2022,South Africa,640295.0,11795.0,44.44,59893884,61.49918805,33485691.0,20894155.0,17833534.0,5466932.0,2.0,19.69316266081525,34.885289790189596
ZAF,2023,South Africa,24404.0,27.0,,59893884,61.49918805,,,,,,0.0450797280069531,
ZAF,2024,South Africa,129.0,0.0,,59893884,61.49918805,,,,,,0.0,
ZMB,2020,Zambia,19671.0,382.0,70.83,20017670,60.96884286,,,,,,1.9083140045769564,
ZMB,2021,Zambia,211910.0,3315.0,60.19,20017670,60.96884286,1730165.0,806611.0,1217415.0,1657359.0,3.0,16.560368914064423,4.029494941219433
ZMB,2022,Zambia,102485.0,325.0,37.96,20017670,60.96884286,3402612.0,2829929.0,2182849.0,1710423.0,3.0,1.6235655798102375,14.13715482371325
ZMB,2023,Zambia,15238.0,47.0,,20017670,60.96884286,,,,,,0.23479256077255745,
ZMB,2024,Zambia,538.0,8.0,,20017670,60.96884286,,,,,,0.03996469119532893,
ZWE,2020,Zimbabwe,12963.0,341.0,87.96,16320539,58.48102238,,,,,,2.089391778053409,
ZWE,2021,Zimbabwe,190783.0,4544.0,87.96,16320539,58.48102238,7264791.0,4124378.0,3135168.0,7234100.0,4.0,27.842217711069466,25.271089392329504
ZWE,2022,Zimbabwe,56198.0,750.0,54.63,16320539,58.48102238,9039729.0,5053114.0,3510256.0,1520203.0,4.0,4.5954364619943,30.961685762951824
ZWE,2023,Zimbabwe,6128.0,96.0,,16320539,58.48102238,,,,,,0.5882158671352704,
ZWE,2024,Zimbabwe,315.0,9.0,,16320539,58.48102238,,,,,,0.0551452375439316,
